央视(回）,#genre#
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8?zguangd
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8?zguangd
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8?zguangd
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8?zguangd


🌵北京,#genre#
北京冬奥纪实,http://39.134.65.164/PLTV/88888888/224/3221225670/1.m3u8?zbeid
北京新闻,http://live.funhillrm.com/5/sd/live.m3u8?zbeid
北京卡酷少儿,http://39.135.55.7:6610/PLTV/88888888/224/3221225871/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zbeid
石景山有线,http://live.sjsrm.com/bjsjs/sd/live.m3u8?zbeid
房山有线频道,http://live.funhillrm.com/5/sd/live.m3u8?zbeid
房山无线频道,http://live.funhillrm.com/2/sd/live.m3u8?zbeid

🌳🌳上海,#genre#
嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8?zshangd
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8?zshangd

🌴🌴湖南,#genre#
茶频道,http://39.135.55.7:6610/PLTV/88888888/224/3221226859/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zhund
先锋乒羽,http://39.135.55.105:6610/PLTV/88888888/224/3221226851/index.m3u8?servicetype=1
先锋乒羽,http://39.135.55.7:6610/PLTV/88888888/224/3221226851/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zhund
快乐垂钓,http://39.135.55.7:6610/PLTV/88888888/224/3221226940/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zhund


🔫🧨浙江,#genre#
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/360p.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
淳安电视台,https://wtmtyoutlive.watonemt.com/f2p7vq/lf76v9.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8?zzhed
文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
宁波-余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
宁波-象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed


☘️☘️福建,#genre#
福建综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227149/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建综合,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227149/index.m3u8
东南卫视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226182/1.m3u8
福建乡村振兴公共,http://39.135.55.7:6610/PLTV/88888888/224/3221227153/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建乡村振兴公共,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227153/index.m3u8
福建新闻,http://39.135.55.7:6610/PLTV/88888888/224/3221227180/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建新闻,http://39.135.55.105:6610/PLTV/88888888/224/3221227180/index.m3u8?servicetype=1?zfud
福建新闻,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227180/index.m3u8
福建电视剧,http://39.135.55.105:6610/PLTV/88888888/224/3221227079/index.m3u8?servicetype=1?zfud
福建电视剧,http://39.135.55.7:6610/PLTV/88888888/224/3221227079/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建电视剧,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227079/index.m3u8
福建旅游,http://39.135.55.105:6610/PLTV/88888888/224/3221227190/index.m3u8?servicetype=1?zfud
福建旅游,http://39.135.55.7:6610/PLTV/88888888/224/3221227190/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建旅游,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227190/index.m3u8
福建经济,http://39.135.55.105:6610/PLTV/88888888/224/3221227184/index.m3u8?servicetype=1?zfud
福建经济,http://39.135.55.7:6610/PLTV/88888888/224/3221227184/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建经济,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227184/index.m3u8
福建文体,http://39.135.55.105:6610/PLTV/88888888/224/3221227188/index.m3u8?servicetype=1?zfud
福建文体,http://39.135.55.7:6610/PLTV/88888888/224/3221227188/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建文体,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227188/index.m3u8
福建少儿,http://39.135.55.7:6610/PLTV/88888888/224/3221227194/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建少儿,http://39.135.55.105:6610/PLTV/88888888/224/3221227194/index.m3u8?servicetype=1?zfud
福建少儿,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227194/index.m3u8
福建教育,http://39.135.55.105:6610/PLTV/88888888/224/3221227202/index.m3u8?servicetype=1?zfud
福建教育,http://39.135.55.7:6610/PLTV/88888888/224/3221227202/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福建教育,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227202/index.m3u8
海峡卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
海峡卫视,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227198/index.m3u8
福州综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227157/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
福州综合,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227157/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
EZTV6福州频道,http://vvlive.eztv.vip:80/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe
厦门一套,http://39.135.55.7:6610/PLTV/88888888/224/3221226814/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
厦门一套,http://39.135.55.7:6610/PLTV/88888888/224/3221227185/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
厦门一套,http://39.135.55.105:6610/PLTV/88888888/224/3221226814/index.m3u8?servicetype=1?zfud
厦门二套,http://39.135.55.7:6610/PLTV/88888888/224/3221226777/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
厦门二套,http://39.135.55.105:6610/PLTV/88888888/224/3221226777/index.m3u8?servicetype=1?zfud
厦门三套,http://39.135.55.7:6610/PLTV/88888888/224/3221226760/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
厦门三套,http://39.135.55.105:6610/PLTV/88888888/224/3221226760/index.m3u8?servicetype=1?zfud
莆田新闻综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227161/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
泉州新闻综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227165/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
泉州新闻综合,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227165/index.m3u8
漳州新闻综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227169/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
龙岩新闻综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227200/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8?zfud
龙岩新闻综合,http://cmhiott.hvs.fj.chinamobile.com/PLTV/88888888/224/3221227200/index.m3u8
龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
宁德新闻综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227196/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
三明新闻综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227173/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud
三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8?zfud
宁化一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
平潭新闻综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227218/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
南平新闻综合,http://39.135.55.7:6610/PLTV/88888888/224/3221227066/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
南平公共影院,http://39.135.55.7:6610/PLTV/88888888/224/3221226956/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zfud
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8?zfud
永安综合频道,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8?fujian
霞浦综合,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8?zfud
霞浦公共,http://218.106.152.196/lsdream/f2Hfjtd/5000/live.m3u8
德化新闻综合,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8?zfud
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
